run_id,claim_name,negative_source,adapter_name,adapter_label,selection_role,metric_source,metric,stage3d,baseline_r004,delta_vs_r004
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_category_accuracy.multiple,0.9333333333333333,0.9166666666666666,0.01666666666666672
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_category_accuracy.parallel,0.8666666666666667,0.6166666666666667,0.25
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_category_accuracy.relevance,0.1,0.13333333333333333,-0.033333333333333326
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_category_accuracy.simple,0.9333333333333333,0.95,-0.016666666666666607
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_core_accuracy,0.71,0.6666666666666666,0.043333333333333335
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_behavior_accuracy,0.5766666666666667,0.5733333333333334,0.0033333333333332993
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_f1_by_class.direct_answer,0.0,0.0,0.0
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_f1_by_class.follow_up,0.4817518248175182,0.4782608695652174,0.003490955252300809
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_f1_by_class.tool_call,0.6762589928057553,0.6886446886446885,-0.01238569583893323
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_f1_by_class.unable,0.7701149425287356,0.7570621468926553,0.013052795636080305
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_macro_F1,0.48203144003800225,0.4809919262756403,0.0010395137623619433
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,behavior_accuracy_on_sft_dev,0.83,0.81,0.019999999999999907
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,nontrivial_error_rate,0.3383333333333333,0.36,-0.021666666666666667
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,permissive_parse_success,1.0,1.0,0.0
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,schema_validity,1.0,1.0,0.0
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,strict_parse_success,0.9914529914529915,0.9629629629629629,0.028490028490028574
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,tool_call_accuracy_on_sft_dev,0.7834757834757835,0.7549857549857549,0.028490028490028574
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,functionchat_bench.argument_accuracy,0.84,0.83,0.010000000000000009
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,functionchat_bench.function_name_accuracy,0.95,0.95,0.0
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,functionchat_bench.output_type_accuracy,0.84,0.83,0.010000000000000009
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,functionchat_bench.tool_hallucination_rate,0.0,0.0,0.0
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,ifeval_style.instruction_level_accuracy,0.7295597484276729,0.7672955974842768,-0.037735849056603876
s3d001,noised_gold_unfiltered_3k_control,noised_gold,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,ifeval_style.prompt_level_strict_accuracy,0.5729166666666666,0.6354166666666666,-0.0625
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.live_multiple,0.75,0.7166666666666667,0.033333333333333326
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.multiple,0.9,0.9166666666666666,-0.016666666666666607
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.parallel,0.85,0.6166666666666667,0.23333333333333328
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.relevance,0.05,0.13333333333333333,-0.08333333333333333
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.simple,0.9333333333333333,0.95,-0.016666666666666607
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,BFCL_core_accuracy,0.6966666666666667,0.6666666666666666,0.030000000000000027
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,When2Call_behavior_accuracy,0.5933333333333334,0.5733333333333334,0.020000000000000018
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,When2Call_f1_by_class.direct_answer,0.0,0.0,0.0
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,When2Call_f1_by_class.follow_up,0.5,0.4782608695652174,0.021739130434782594
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,When2Call_f1_by_class.tool_call,0.6813186813186815,0.6886446886446885,-0.007326007326007078
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,When2Call_f1_by_class.unable,0.7657142857142857,0.7570621468926553,0.008652138821630406
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,When2Call_macro_F1,0.4867582417582418,0.4809919262756403,0.005766315482601481
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,behavior_accuracy_on_sft_dev,0.776,0.81,-0.03400000000000003
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,nontrivial_error_rate,0.3333333333333333,0.36,-0.026666666666666672
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,permissive_parse_success,1.0,1.0,0.0
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,schema_validity,1.0,1.0,0.0
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,strict_parse_success,0.9259259259259259,0.9629629629629629,-0.03703703703703698
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,primary,tool_call_accuracy_on_sft_dev,0.7008547008547008,0.7549857549857549,-0.054131054131054124
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,secondary,functionchat_bench.argument_accuracy,0.85,0.83,0.020000000000000018
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,secondary,functionchat_bench.function_name_accuracy,0.94,0.95,-0.010000000000000009
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,secondary,functionchat_bench.output_type_accuracy,0.85,0.83,0.020000000000000018
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,secondary,functionchat_bench.tool_hallucination_rate,0.0,0.0,0.0
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,secondary,ifeval_style.instruction_level_accuracy,0.6981132075471698,0.7672955974842768,-0.06918238993710701
s3d001,noised_gold_unfiltered_3k_control,noised_gold,dpo_best_adapter,final,loss_best_final,secondary,ifeval_style.prompt_level_strict_accuracy,0.53125,0.6354166666666666,-0.10416666666666663
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_category_accuracy.live_multiple,0.6833333333333333,0.7166666666666667,-0.033333333333333326
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_category_accuracy.multiple,0.9,0.9166666666666666,-0.016666666666666607
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_category_accuracy.parallel,0.85,0.6166666666666667,0.23333333333333328
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_category_accuracy.relevance,0.05,0.13333333333333333,-0.08333333333333333
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_category_accuracy.simple,0.9333333333333333,0.95,-0.016666666666666607
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,BFCL_core_accuracy,0.6833333333333333,0.6666666666666666,0.01666666666666672
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_behavior_accuracy,0.6266666666666667,0.5733333333333334,0.053333333333333344
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_f1_by_class.direct_answer,0.0,0.0,0.0
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_f1_by_class.follow_up,0.624277456647399,0.4782608695652174,0.14601658708218157
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_f1_by_class.tool_call,0.7235772357723577,0.6886446886446885,0.034932547127669134
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_f1_by_class.unable,0.7485380116959065,0.7570621468926553,-0.008524135196748772
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,When2Call_macro_F1,0.5240981760289158,0.4809919262756403,0.04310624975327554
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,behavior_accuracy_on_sft_dev,0.824,0.81,0.013999999999999901
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,nontrivial_error_rate,0.30833333333333335,0.36,-0.05166666666666664
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,permissive_parse_success,1.0,1.0,0.0
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,schema_validity,1.0,1.0,0.0
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,strict_parse_success,0.9914529914529915,0.9629629629629629,0.028490028490028574
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,primary,tool_call_accuracy_on_sft_dev,0.7720797720797721,0.7549857549857549,0.017094017094017144
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,functionchat_bench.argument_accuracy,0.81,0.83,-0.019999999999999907
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,functionchat_bench.function_name_accuracy,0.92,0.95,-0.029999999999999916
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,functionchat_bench.output_type_accuracy,0.81,0.83,-0.019999999999999907
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,functionchat_bench.tool_hallucination_rate,0.0,0.0,0.0
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,ifeval_style.instruction_level_accuracy,0.7232704402515723,0.7672955974842768,-0.044025157232704504
s3d002,behavior_unfiltered_3k_control,behavior,checkpoint_step_0050,step50,preferred_tradeoff_candidate,secondary,ifeval_style.prompt_level_strict_accuracy,0.5833333333333334,0.6354166666666666,-0.05208333333333326
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.live_multiple,0.6666666666666666,0.7166666666666667,-0.050000000000000044
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.multiple,0.8666666666666667,0.9166666666666666,-0.04999999999999993
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.parallel,0.8166666666666667,0.6166666666666667,0.19999999999999996
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.relevance,0.03333333333333333,0.13333333333333333,-0.1
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,BFCL_category_accuracy.simple,0.9333333333333333,0.95,-0.016666666666666607
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,BFCL_core_accuracy,0.6633333333333333,0.6666666666666666,-0.0033333333333332993
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,When2Call_behavior_accuracy,0.64,0.5733333333333334,0.06666666666666665
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,When2Call_f1_by_class.direct_answer,0.0,0.0,0.0
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,When2Call_f1_by_class.follow_up,0.6424870466321244,0.4782608695652174,0.164226177066907
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,When2Call_f1_by_class.tool_call,0.7241379310344828,0.6886446886446885,0.03549324238979423
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,When2Call_f1_by_class.unable,0.75,0.7570621468926553,-0.007062146892655274
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,When2Call_macro_F1,0.5291562444166518,0.4809919262756403,0.048164318141011464
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,behavior_accuracy_on_sft_dev,0.81,0.81,0.0
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,nontrivial_error_rate,0.295,0.36,-0.065
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,permissive_parse_success,1.0,1.0,0.0
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,schema_validity,1.0,1.0,0.0
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,strict_parse_success,0.9914529914529915,0.9629629629629629,0.028490028490028574
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,primary,tool_call_accuracy_on_sft_dev,0.7692307692307693,0.7549857549857549,0.014245014245014342
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,secondary,functionchat_bench.argument_accuracy,0.8,0.83,-0.029999999999999916
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,secondary,functionchat_bench.function_name_accuracy,0.9,0.95,-0.04999999999999993
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,secondary,functionchat_bench.output_type_accuracy,0.8,0.83,-0.029999999999999916
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,secondary,functionchat_bench.tool_hallucination_rate,0.0,0.0,0.0
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,secondary,ifeval_style.instruction_level_accuracy,0.7232704402515723,0.7672955974842768,-0.044025157232704504
s3d002,behavior_unfiltered_3k_control,behavior,dpo_best_adapter,final,loss_best_final,secondary,ifeval_style.prompt_level_strict_accuracy,0.5625,0.6354166666666666,-0.07291666666666663
